OBJECTID,Collection_Date,Site_Name,Lat,Long,Nitrate,Nitrite,Nitrogen,Temperature,Conductivity,pH,Dissolved_Oxygen,Total_Dissolved_Solids,Flow,Turbidity,Elevation
5034,2021-07-06,IDEQ_WQX-2021SIDFA002,44.361011,-112.656791,,,,9,329,7.85,,,,,2003.31189
5035,2023-07-12,IDEQ_WQX-2023SIDFA012,44.362785,-112.659636,,,,6.9,267,8.37,,,,,2010.695557
5036,2019-07-02,IDEQ_WQX-2019SIDFA003,44.36505,-112.662678,,,,5.4,286.1,,,,,,2034.110107
5037,2018-07-02,IDEQ_WQX-2018SIDFA002,44.28722,-112.49165,,,,12,9999,,,,,,1734.643677
5038,2021-07-08,IDEQ_WQX-2021SIDFA006,44.312719,-112.55354,,,,14,412,8.65,,,,,1797.582031
5039,2019-07-08,IDEQ_WQX-2019SIDFA011,44.286844,-111.313124,,,,16,50.7,,,,,,1870.21167
5040,2019-08-08,NARS_WQX-NRS_ID-10392,44.35865188,-111.4414907,0.0375,0.0083,,17,108.8,8.37,10.5,,,3.54,1869.457275
5041,2014-07-30,IDEQ_WQX-2014SIDFA038,44.199986,-111.252922,,,,12.6,133.1,,,,,,1756.958008
5042,2017-07-12,IDEQ_WQX-2017SIDFA010,44.209387,-111.25312,,,,16.2,67.6,,,,,,1763.146484
5043,2017-07-12,IDEQ_WQX-2017SIDFA009,44.271369,-111.286799,,,,7.1,61.1,,,,,,1849.518799
5044,2016-07-28,IDEQ_WQX-2016SBOIA023,44.517505,-117.165792,,,,17.6,500,,,,,,647.1304932
5045,2014-06-03,1119USBR_WQX-MAN006,44.3905556,-116.8891667,,,,9.8,152,7.05,11.8,,,4,837.2938843
5046,2017-05-30,1119USBR_WQX-MAN006,44.3905556,-116.8891667,,,,,145,8.1,,,,2,837.2938843
5047,2020-06-04,1119USBR_WQX-MAN006,44.3905556,-116.8891667,,,,7.9,156,7.9,9.04,,,4,837.2938843
5048,2016-07-25,IDEQ_WQX-2016SBOIA019,44.481782,-116.934281,,,,18.7,219,,,,,,1045.072388
5049,2016-07-26,IDEQ_WQX-2016SBOIA021,44.512074,-116.95637,,,,14.6,248,,,,,,1163.913696
5050,2015-07-27,IDEQ_WQX-2015SBOIA019,44.550528,-116.950275,,,,14.5,205,,,,,,1350.691772
5051,2016-07-26,IDEQ_WQX-2016SBOIA020,44.552348,-116.949238,,,,13,214,,,,,,1379.737671
5052,2019-08-06,IDEQ_WQX-2019SBOIA029,44.390874,-116.238107,,,,18.2,64,8.28,,,,,1398.397705
5053,2014-08-07,IDEQ_WQX-2014SBOIA019,44.381986,-116.059415,,,,12.2,53.4,,,,,,1591.00293
5054,2018-08-07,NARS_WQX-NRS_ID-10213,44.39606896,-116.0460788,0.0002,0.0001,,20.1,35.4,7.57,7.76,,,2.23,1433.614014
5055,2019-08-06,IDEQ_WQX-2019SBOIA028,44.429093,-116.210057,,,,12.4,50,8.05,,,,,1596.192749
5056,2014-01-07,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,2.2,37,7.3,11.3,,,3,1446.711792
5057,2014-02-10,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,2,37,7.1,10.6,,,4,1446.711792
5058,2014-10-29,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,11,,6.2,7.3,,,3,1446.711792
5059,2014-04-08,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.9,40,6.4,11.2,,,3,1446.711792
5060,2014-05-06,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,9.4,,5.5,12.1,,,2,1446.711792
5061,2014-03-12,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,3.8,38,6.6,13.4,,,3,1446.711792
5062,2014-08-14,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,20.8,35,6.3,6.2,,,2,1446.711792
5063,2014-06-02,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,15.8,37,6.8,9.7,,,4,1446.711792
5064,2014-09-10,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.2,36,6.2,7.4,,,2,1446.711792
5065,2015-09-23,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,16.5,40,6.5,11.5,,,2,1446.711792
5066,2015-01-28,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,2.3,35,7.55,14.1,,,2,1446.711792
5067,2015-08-26,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,20.5,33,7.35,6.5,,,3,1446.711792
5068,2015-06-04,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,16.5,36,6.91,10.2,,,2,1446.711792
5069,2015-02-19,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.6,35,6.48,13.1,,,2,1446.711792
5070,2015-03-19,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,5.7,36,6.4,12.4,,,2,1446.711792
5071,2015-05-27,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.8,36,6.29,12.3,,,3,1446.711792
5072,2015-04-22,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,10.5,35,6.5,10.1,,,3,1446.711792
5073,2016-12-13,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,,37,7,,,,5,1446.711792
5074,2016-02-24,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,1.7,,5.7,9.8,,211,2,1446.711792
5075,2016-04-28,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,9.9,34,6.59,8.6,,616,4,1446.711792
5076,2016-05-25,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.1,33,7.03,10.9,,,2,1446.711792
5077,2016-06-28,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.1,35,6.2,,,,2,1446.711792
5078,2016-08-30,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.4,37,7,6.4,,,4,1446.711792
5079,2016-11-22,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,,,5.5,,,180,5,1446.711792
5080,2016-01-12,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,0.6,34,5.78,10.1,,202,4,1446.711792
5081,2017-09-26,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,13.5,24,7.24,8.1,,,4,1446.711792
5082,2017-08-31,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,19.6,33,7.03,7.6,,1543,2,1446.711792
5083,2017-04-04,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,,38,5.6,,,,5,1446.711792
5084,2017-06-13,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.8,30,6.93,8.7,,,6,1446.711792
5085,2017-07-13,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.8,30,7.16,7.6,,,2,1446.711792
5086,2017-05-24,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,,34,7.3,,,,2,1446.711792
5087,2018-01-30,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.3,33,6.86,9.8,,736,2,1446.711792
5088,2018-10-30,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,10.3,36,7.2,8.9,,194,4,1446.711792
5089,2018-09-26,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,15.2,37,7.46,6.8,,,3,1446.711792
5090,2018-01-03,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,3.1,33,7.39,14.3,,,,1446.711792
5091,2018-03-12,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,5.2,39,7.72,11,,,1,1446.711792
5092,2018-08-29,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.8,35,7.11,7.1,,,3,1446.711792
5093,2018-04-09,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.9,38,6.96,9.3,,2265,,1446.711792
5094,2018-06-25,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,19.9,33,8.2,8.7,,,2,1446.711792
5095,2018-05-23,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.3,36,6.91,9.1,,,2,1446.711792
5096,2019-07-29,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,20.6,21,6.85,7.4,,,,1446.711792
5097,2019-08-07,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,22.4,33,7.6,7.2,,,2,1446.711792
5098,2019-05-29,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,,38,7.3,,,,,1446.711792
5099,2019-04-17,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,5.5,41,7.99,10.6,,,3,1446.711792
5100,2019-12-16,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,1.2,38,6.14,11.4,,13.7,3,1446.711792
5101,2019-03-25,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.5,41,7,7.1,,624,,1446.711792
5102,2019-04-18,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,5.5,,0,,,,3,1446.711792
5103,2019-08-14,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,19.9,30,7.62,7.33,,,,1446.711792
5104,2019-06-20,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,17.6,34,6.52,8,,,1,1446.711792
5105,2019-11-19,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.7,36,6.26,10.8,,,4,1446.711792
5106,2019-01-28,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4,39,7.33,9.8,,208,1,1446.711792
5107,2020-05-07,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,8,37,6.97,8.49,,,3,1446.711792
5108,2020-03-05,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,3.2,34,6.68,9.94,,,1,1446.711792
5109,2020-05-27,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.2,34,7.92,9.1,,,4,1446.711792
5110,2020-09-02,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,18.6,35,8.19,7.95,,,3,1446.711792
5111,2020-10-27,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,7.7,35,8.08,10.6,,201,5,1446.711792
5112,2020-04-07,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,6.9,37,6.94,9.14,,215,2,1446.711792
5113,2020-07-30,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,22.3,27,7.27,7.48,,,1,1446.711792
5114,2020-02-04,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,1.9,34,6.86,9.19,,209,2,1446.711792
5115,2020-11-17,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,4.8,38,7.68,,,8.55,3,1446.711792
5116,2020-12-21,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,3.6,40,6.7,10.5,,213,3,1446.711792
5117,2020-06-18,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,14.6,34,6.7,8.17,,3270,2,1446.711792
5118,2021-06-23,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,21.1,36,7.53,7.02,,1850,1,1446.711792
5119,2021-08-16,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,22.9,41,7.8,7.79,31.7,,3,1446.711792
5120,2021-09-28,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,15.5,42,7.79,7.45,,254,2,1446.711792
5121,2021-07-20,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,22.5,41,7.14,7.27,,1740,1,1446.711792
5122,2021-01-26,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,3.1,39,6.74,10,,221,2,1446.711792
5123,2021-10-13,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,10.5,39,7.09,8.39,,199,6,1446.711792
5124,2021-08-31,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,19.5,39,7.71,7.6,,,4,1446.711792
5125,2021-11-30,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,5.2,37,7.53,11.4,,189,,1446.711792
5126,2021-05-24,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,12.3,40,7.38,8.87,,207,2,1446.711792
5127,2021-04-27,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,7.6,41,6.96,9.52,,,4,1446.711792
5128,2022-02-23,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,1.6,36,6.13,11.3,,202,,1446.711792
5129,2022-01-18,1119USBR_WQX-GAR101,44.5239444,-116.0433333,,,,1.7,33,6.68,11.1,,207,1,1446.711792
5130,2014-07-28,IDEQ_WQX-2014SBOIA014,44.405963,-115.947293,,,,14.5,38.8,,,,,,1511.55957
5131,2014-07-28,IDEQ_WQX-2014SBOIA015,44.487223,-115.846697,,,,14.5,37.1,,,,,,1640.161621
5132,2014-08-07,IDEQ_WQX-2014SBOIA026,44.36871,-115.769517,,,,8.3,209,,,,,,1448.400269
5133,2021-08-17,IDEQ_WQX-2021SSTOA043,44.382582,-115.759442,,,,11.4,46.6,8.34,,,,,1526.299927
5134,2016-08-09,IDEQ_WQX-2016SBOIA034,44.481008,-115.726602,,,,8.3,40,,,,,,2002.541382
5135,2016-08-09,IDEQ_WQX-2016SBOIA033,44.524441,-115.774546,,,,8.5,30,,,,,,1791.229858
5136,2021-08-18,IDEQ_WQX-2021SBOIA039,44.39863,-115.618608,,,,8.4,77,7.93,,,,,1678.802979
5137,2019-07-31,IDEQ_WQX-2019SBOIA025,44.401047,-115.492467,,,,15.6,44,7.46,,,,,1966.068604
5138,2015-08-18,IDEQ_WQX-2015SBOIA017,44.414457,-115.471165,,,,13.2,46,,,,,,1963.880371
5139,2023-08-30,IDEQ_WQX-2023SBOIA003,44.41457,-115.47099,,,,7.8,29,7.49,,,,,1963.938354
5140,2019-07-31,IDEQ_WQX-2019SBOIA024,44.418364,-115.632577,,,,9,40,7.74,,,,,1845.241577
5141,2015-07-23,IDEQ_WQX-2015SDEQA049,44.422774,-115.473607,,,,17.1,61,8.8,,,,,1964.159424
5142,2017-08-01,IDEQ_WQX-2017SBOIA028,44.427692,-115.600868,,,,14.3,70,8.47,,,,,1696.643799
5143,2014-07-30,IDEQ_WQX-2014SBOIA017,44.53802,-115.513564,,,,10.2,37,,,,,,2086.663818
5144,2021-08-10,IDEQ_WQX-2021SBOIA031,44.382013,-115.388297,,,,15.9,53,8.35,,,,,1967.835449
5145,2023-08-28,IDEQ_WQX-2023SBOIA045,44.39632,-115.29092,,,,13.6,143,7.9,,,,,2027.678467
5146,2018-07-25,IDEQ_WQX-2018SBOIA020,44.407069,-115.369607,,,,19.4,54,8.81,,,,,1950.965942
5147,2015-08-17,IDEQ_WQX-2015SBOIA009,44.41662,-115.390597,,,,13.9,56,,,,,,1951.733765
5148,2023-08-29,IDEQ_WQX-2023SBOIA046,44.42889,-115.2857,,,,12.6,73,7.67,,,,,1934.012695
5149,2015-08-25,IDEQ_WQX-2015SBOIA032,44.429282,-115.2868,,,,8.9,83,,,,,,1938.151733
5150,2015-08-18,IDEQ_WQX-2015SBOIA018,44.523224,-115.283152,,,,11.9,94,,,,,,1742.280273
5151,2017-08-23,IDEQ_WQX-2017SBOIA043,44.525599,-115.301351,,,,10.2,76,7.9,,,,,1757.411011
5152,2021-07-18,ADVENTURESCIENTISTS-44.53.115.29,44.5317334,-115.2941181,,,,14.2,76.5,8.36,10.5,5.43,,,1723.33252
5153,2021-06-16,ADVENTURESCIENTISTS-44.53.115.29,44.5318648,-115.294081,,,,11.5,64.7,8.34,17.7,46.1,,,1720.997803
5154,2021-07-02,ADVENTURESCIENTISTS-44.53.115.29,44.5318882,-115.294114,,,,18.5,69.3,8.37,9,49.3,,,1720.557129
5155,2021-07-07,ADVENTURESCIENTISTS-44.53.115.29,44.53188822,-115.2943861,,,,19.5,78.8,8.21,8.4,56.5,,,1720.976563
5156,2021-06-24,ADVENTURESCIENTISTS-44.53.115.29,44.531892,-115.2939918,,,,18,69,8.41,8.2,49.3,,,1720.817139
5157,2021-07-19,ADVENTURESCIENTISTS-44.53.115.29,44.53192285,-115.2941435,,,,15,64.8,8.16,10,62,,,1720.248291
5158,2022-07-02,ADVENTURESCIENTISTS-44.53.115.29,44.53195575,-115.2941176,,,,11.1,59.5,8.47,10.7,41.5,,,1720.328003
5159,2023-07-31,IDEQ_WQX-2023SIDFA030,44.367524,-115.126061,,,,18.7,63,7.83,,,,,2015.786865
5160,2017-08-04,IDEQ_WQX-2017SIDFA033,44.36774,-115.125776,,,,14.5,61.6,,,,,,2015.831177
5161,2017-08-03,IDEQ_WQX-2017SIDFA032,44.461299,-115.097957,,,,6.7,47.1,,,,,,2114.636963
5162,2017-08-02,IDEQ_WQX-2017SIDFA031,44.444633,-115.048891,,,,10.5,67.7,,,,,,2099.875244
5163,2014-10-07,R10NPDES-S-10,44.36826,-114.724928,,,,6.4,,6.9,,,,0.9,1930.993042
5164,2014-04-21,R10NPDES-S-10,44.36826,-114.724928,,,,3.8,,6.8,,,,8,1930.993042
5165,2014-06-09,R10NPDES-S-10,44.36826,-114.724928,,,,7.3,,7.3,,,,3.1,1930.993042
5166,2014-08-04,R10NPDES-S-10,44.36826,-114.724928,,,,12.5,,7.3,,,,12.5,1930.993042
5167,2014-08-04,R10NPDES-S-9,44.37964,-114.720389,,,,12.1,,7.2,,,,1.4,1946.775635
5168,2014-04-21,R10NPDES-S-9,44.37964,-114.720389,,,,4.3,,6.7,,,,6.4,1946.775635
5169,2014-06-09,R10NPDES-S-9,44.37964,-114.720389,,,,6.8,,6.9,,,,9.7,1946.775635
5170,2014-10-07,R10NPDES-S-9,44.37964,-114.720389,,,,5.6,,6.7,,,,1.2,1946.775635
5171,2018-07-23,IDEQ_WQX-2018SIDFA040,44.38083,-114.72359,,,,15,9999,,,,,,1948.080322
5172,2021-08-10,IDEQ_WQX-2021SSTOA035,44.398348,-114.730612,,,,16.3,102.3,8.49,,,,,2010.523193
5173,2014-08-04,R10NPDES-S-4,44.4191,-114.733769,,,,9.2,,7.3,,,,0.7,2079.80249
5174,2014-10-07,R10NPDES-S-4,44.4191,-114.733769,,,,5.6,,6.7,,,,0.4,2079.80249
5175,2014-04-21,R10NPDES-S-4,44.4191,-114.733769,,,,6,,6.5,,,,6.6,2079.80249
5176,2014-06-09,R10NPDES-S-4,44.4191,-114.733769,,,,7.5,,7,,,,3.7,2079.80249
5177,2015-10-12,R10NPDES-S-4,44.4191,-114.733769,,,,2.6,,6.7,,,,3.3,2079.80249
5178,2015-06-08,R10NPDES-S-4,44.4191,-114.733769,,,,5.4,,7.1,,,,1,2079.80249
5179,2015-08-03,R10NPDES-S-4,44.4191,-114.733769,,,,9.8,,7.3,,,,0.3,2079.80249
5180,2015-04-07,R10NPDES-S-4,44.4191,-114.733769,,,,1.4,,6.9,,,,2.2,2079.80249
5181,2014-09-27,R10NPDES-S-13,44.420284,-114.733532,,,,6.2,,6.9,,,,1.2,2084.783691
5182,2014-12-08,R10NPDES-S-13,44.420284,-114.733532,,,,2.8,,7.1,,,,0.9,2084.783691
5183,2014-07-21,R10NPDES-S-13,44.420284,-114.733532,,,,5.8,,6.8,,,,3.7,2084.783691
5184,2014-06-16,R10NPDES-S-13,44.420284,-114.733532,,,,6.6,,7.5,,,,4.3,2084.783691
5185,2014-05-05,R10NPDES-S-13,44.420284,-114.733532,,,,5.8,,7.1,,,,11.4,2084.783691
5186,2014-11-24,R10NPDES-S-13,44.420284,-114.733532,,,,5,,6.9,,,,1.4,2084.783691
5187,2014-08-18,R10NPDES-S-13,44.420284,-114.733532,,,,5.3,,6.9,,,,2,2084.783691
5188,2014-11-10,R10NPDES-S-13,44.420284,-114.733532,,,,7,,7.1,,,,0.6,2084.783691
5189,2014-07-07,R10NPDES-S-13,44.420284,-114.733532,,,,7.8,,7,,,,3.7,2084.783691
5190,2014-09-15,R10NPDES-S-13,44.420284,-114.733532,,,,4.9,,6.8,,,,3,2084.783691
5191,2014-08-04,R10NPDES-S-13,44.420284,-114.733532,,,,6.6,,7.1,,,,2.8,2084.783691
5192,2014-04-21,R10NPDES-S-13,44.420284,-114.733532,,,,4,,7,,,,8.7,2084.783691
5193,2014-05-26,R10NPDES-S-13,44.420284,-114.733532,,,,7,,6.9,,,,6.1,2084.783691
5194,2014-12-15,R10NPDES-S-13,44.420284,-114.733532,,,,5.6,,7.2,,,,0.9,2084.783691
5195,2014-09-08,R10NPDES-S-13,44.420284,-114.733532,,,,5.4,,6.8,,,,3.6,2084.783691
5196,2014-09-02,R10NPDES-S-13,44.420284,-114.733532,,,,4.7,,6.9,,,,1.6,2084.783691
5197,2014-07-28,R10NPDES-S-13,44.420284,-114.733532,,,,5.9,,7,,,,3.8,2084.783691
5198,2014-11-04,R10NPDES-S-13,44.420284,-114.733532,,,,4.6,,6.9,,,,1.6,2084.783691
5199,2014-11-17,R10NPDES-S-13,44.420284,-114.733532,,,,2.4,,7,,,,2.4,2084.783691
5200,2014-12-28,R10NPDES-S-13,44.420284,-114.733532,,,,4.8,,7.1,,,,0.7,2084.783691
5201,2014-12-21,R10NPDES-S-13,44.420284,-114.733532,,,,5.1,,7.1,,,,0.9,2084.783691
5202,2014-05-12,R10NPDES-S-13,44.420284,-114.733532,,,,5.5,,7.1,,,,6.4,2084.783691
5203,2014-10-27,R10NPDES-S-13,44.420284,-114.733532,,,,4.3,,6.9,,,,1.9,2084.783691
5204,2014-12-01,R10NPDES-S-13,44.420284,-114.733532,,,,0.7,,6.4,,,,1.2,2084.783691
5205,2014-09-22,R10NPDES-S-13,44.420284,-114.733532,,,,8,,6.8,,,,2.4,2084.783691
5206,2014-10-13,R10NPDES-S-13,44.420284,-114.733532,,,,5.8,,6.8,,,,0.5,2084.783691
5207,2014-07-14,R10NPDES-S-13,44.420284,-114.733532,,,,8.3,,6.8,,,,4.2,2084.783691
5208,2014-06-23,R10NPDES-S-13,44.420284,-114.733532,,,,6.8,,7.3,,,,4,2084.783691
5209,2014-04-28,R10NPDES-S-13,44.420284,-114.733532,,,,5.4,,7.3,,,,5,2084.783691
5210,2014-09-29,R10NPDES-S-13,44.420284,-114.733532,,,,5.9,,6.9,,,,1.5,2084.783691
5211,2014-08-11,R10NPDES-S-13,44.420284,-114.733532,,,,7.6,,6.8,,,,2,2084.783691
5212,2014-06-09,R10NPDES-S-13,44.420284,-114.733532,,,,8.3,,6.9,,,,4.5,2084.783691
5213,2014-10-20,R10NPDES-S-13,44.420284,-114.733532,,,,6,,6.8,,,,6.4,2084.783691
5214,2014-10-07,R10NPDES-S-13,44.420284,-114.733532,,,,5.9,,7.01,,,,0.8,2084.783691
5215,2014-09-30,R10NPDES-S-13,44.420284,-114.733532,,,,5.8,,6.8,,,,2.4,2084.783691
5216,2014-09-28,R10NPDES-S-13,44.420284,-114.733532,,,,6.2,,6.8,,,,1.4,2084.783691
5217,2014-08-24,R10NPDES-S-13,44.420284,-114.733532,,,,5.5,,6.9,,,,2.4,2084.783691
5218,2014-07-01,R10NPDES-S-13,44.420284,-114.733532,,,,7,,7,,,,3.7,2084.783691
5219,2014-05-19,R10NPDES-S-13,44.420284,-114.733532,,,,6.7,,7.2,,,,8.1,2084.783691
5220,2014-06-02,R10NPDES-S-13,44.420284,-114.733532,,,,6.2,,7.1,,,,4.4,2084.783691
5221,2014-05-23,R10NPDES-S-3,44.42246,-114.730797,,,,4.8,,7,,,,7,2095.090332
5222,2014-05-25,R10NPDES-S-3,44.42246,-114.730797,,,,5.1,,7.3,,,,12.6,2095.090332
5223,2014-06-09,R10NPDES-S-3,44.42246,-114.730797,,,,7.8,,7,,,,4.2,2095.090332
5224,2014-06-02,R10NPDES-S-3,44.42246,-114.730797,,,,5.1,,7.2,,,,5.3,2095.090332
5225,2014-05-22,R10NPDES-S-3,44.42246,-114.730797,,,,4.8,,7.4,,,,6.8,2095.090332
5226,2014-05-24,R10NPDES-S-3,44.42246,-114.730797,,,,5,,7,,,,11.4,2095.090332
5227,2014-05-20,R10NPDES-S-3,44.42246,-114.730797,,,,4.3,,7.1,,,,6.8,2095.090332
5228,2014-06-05,R10NPDES-S-3,44.42246,-114.730797,,,,5.6,,6.9,,,,4.4,2095.090332
5229,2014-05-21,R10NPDES-S-3,44.42246,-114.730797,,,,4.9,,7.1,,,,6.4,2095.090332
5230,2014-06-16,R10NPDES-S-3,44.42246,-114.730797,,,,5.2,,7.6,,,,2.7,2095.090332
5231,2014-08-04,R10NPDES-S-3,44.42246,-114.730797,,,,12.9,,7.6,,,,0.5,2095.090332
5232,2014-05-26,R10NPDES-S-3,44.42246,-114.730797,,,,5.5,,7,,,,9.4,2095.090332
5233,2014-05-19,R10NPDES-S-3,44.42246,-114.730797,,,,3.7,,7,,,,8.6,2095.090332
5234,2014-05-18,R10NPDES-S-3,44.42246,-114.730797,,,,5.6,,7,,,,11.5,2095.090332
5235,2014-05-30,R10NPDES-S-3,44.42246,-114.730797,,,,5.2,,7.2,,,,7.7,2095.090332
5236,2014-10-07,R10NPDES-S-3,44.42246,-114.730797,,,,5.9,,6.8,,,,0.4,2095.090332
5237,2014-05-14,R10NPDES-S-3,44.42246,-114.730797,,,,6.8,,7.2,,,,4.5,2095.090332
5238,2014-04-21,R10NPDES-S-3,44.42246,-114.730797,,,,5.2,,6.6,,,,6.4,2095.090332
5239,2014-05-27,R10NPDES-S-3,44.42246,-114.730797,,,,5.2,,7.2,,,,10,2095.090332
5240,2015-04-07,R10NPDES-S-3,44.42246,-114.730797,,,,1.1,,6.8,,,,3.7,2095.090332
5241,2015-06-08,R10NPDES-S-3,44.42246,-114.730797,,,,5.8,,7,,,,2.1,2095.090332
5242,2015-08-03,R10NPDES-S-3,44.42246,-114.730797,,,,9.6,,7.3,,,,0.6,2095.090332
5243,2015-10-12,R10NPDES-S-3,44.42246,-114.730797,,,,2.6,,7.1,,,,0.3,2095.090332
5244,2014-04-21,R10NPDES-S-2,44.430191,-114.727329,,,,4,,6.9,,,,7,2133.744629
5245,2014-12-08,R10NPDES-S-2,44.430191,-114.727329,,,,0.6,,7.1,,,,1,2133.744629
5246,2014-08-18,R10NPDES-S-2,44.430191,-114.727329,,,,8.7,,7.2,,,,0.5,2133.744629
5247,2014-10-13,R10NPDES-S-2,44.430191,-114.727329,,,,4.3,,6.9,,,,0.4,2133.744629
5248,2014-11-24,R10NPDES-S-2,44.430191,-114.727329,,,,2.2,,7,,,,0.6,2133.744629
5249,2014-06-02,R10NPDES-S-2,44.430191,-114.727329,,,,5.2,,7,,,,5.4,2133.744629
5250,2014-11-10,R10NPDES-S-2,44.430191,-114.727329,,,,2.6,,7.2,,,,0.4,2133.744629
5251,2014-08-24,R10NPDES-S-2,44.430191,-114.727329,,,,5.5,,7,,,,0.9,2133.744629
5252,2014-07-01,R10NPDES-S-2,44.430191,-114.727329,,,,6.6,,7.2,,,,2.6,2133.744629
5253,2014-10-07,R10NPDES-S-2,44.430191,-114.727329,,,,5.9,,6.8,,,,0.3,2133.744629
5254,2014-11-17,R10NPDES-S-2,44.430191,-114.727329,,,,0.9,,7,,,,0.9,2133.744629
5255,2014-02-10,R10NPDES-S-2,44.430191,-114.727329,,,,1.4,,7.1,,,,0.5,2133.744629
5256,2014-09-15,R10NPDES-S-2,44.430191,-114.727329,,,,4.7,,7,,,,0.8,2133.744629
5257,2014-05-12,R10NPDES-S-2,44.430191,-114.727329,,,,4.2,,7.1,,,,3.8,2133.744629
5258,2014-09-29,R10NPDES-S-2,44.430191,-114.727329,,,,7.5,,6.8,,,,0.7,2133.744629
5259,2014-12-01,R10NPDES-S-2,44.430191,-114.727329,,,,1.9,,6.7,,,,0.9,2133.744629
5260,2014-09-28,R10NPDES-S-2,44.430191,-114.727329,,,,8.7,,6.8,,,,0.6,2133.744629
5261,2014-08-04,R10NPDES-S-2,44.430191,-114.727329,,,,13.1,,7.3,,,,0.4,2133.744629
